"bookId","title","series","author","rating","description","language","isbn","genres","characters","bookFormat","edition","pages","publisher","publishDate","firstPublishDate","awards","numRatings","ratingsByStars","likedPercent","setting","coverImg","bbeScore","bbeVotes","price"
"662.Atlas_Shrugged","Atlas Shrugged","","Ayn Rand, Leonard Peikoff (Goodreads Author) (Introduction)","3.69","This is the story of a man who said that he would stop the motor of the world and did. Was he a destroyer or the greatest of liberators?Why did he have to fight his battle, not against his enemies, but against those who needed him most, and his hardest battle against the woman he loved? What is the world’s motor — and the motive power of every man? You will know the answer to these questions when you discover the reason behind the baffling events that play havoc with the lives of the characters in this story. Tremendous in its scope, this novel presents an astounding panorama of human life — from the productive genius who becomes a worthless playboy — to the great steel industrialist who does not know that he is working for his own destruction — to the philosopher who becomes a pirate — to the composer who gives up his career on the night of his triumph — to the woman who runs a transcontinental railroad — to the lowest track worker in her Terminal tunnels. You must be prepared, when you read this novel, to check every premise at the root of your convictions.This is a mystery story, not about the murder — and rebirth — of man’s spirit. It is a philosophical revolution, told in the form of an action thriller of violent events, a ruthlessly brilliant plot structure and an irresistible suspense. Do you say this is impossible? Well, that is the first of your premises to check.","English","9780452011878","['Classics', 'Philosophy', 'Literature', 'Politics', 'Science Fiction', 'Dystopia', 'Economics', 'Novels', 'Audiobook', 'Fiction']","['Prometheus (mythology)', 'Atlas', 'Dagny Taggart', 'John Galt', 'Hank Rearden', ""Francisco d'Anconia"", 'James Taggart']","Paperback","","1168","Plume","08/01/99","10/28/57","['Prometheus Hall of Fame Award (1983)', 'National Book Award Finalist for Fiction (1958)']","353814","['127162', '93644', '63882', '32760', '36366']","80","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405868167l/662.jpg","248484","2730",4.41
"5.Harry_Potter_and_the_Prisoner_of_Azkaban","Harry Potter and the Prisoner of Azkaban","Harry Potter #3","J.K. Rowling, Mary GrandPré (Illustrator)","4.57","Harry Potter's third year at Hogwarts is full of new dangers. A convicted murderer, Sirius Black, has broken out of Azkaban prison, and it seems he's after Harry. Now Hogwarts is being patrolled by the dementors, the Azkaban guards who are hunting Sirius. But Harry can't imagine that Sirius or, for that matter, the evil Lord Voldemort could be more frightening than the dementors themselves, who have the terrible power to fill anyone they come across with aching loneliness and despair. Meanwhile, life continues as usual at Hogwarts. A top-of-the-line broom takes Harry's success at Quidditch, the sport of the Wizarding world, to new heights. A cute fourth-year student catches his eye. And he becomes close with the new Defense of the Dark Arts teacher, who was a childhood friend of his father. Yet despite the relative safety of life at Hogwarts and the best efforts of the dementors, the threat of Sirius Black grows ever closer. But if Harry has learned anything from his education in wizardry, it is that things are often not what they seem. Tragic revelations, heartwarming surprises, and high-stakes magical adventures await the boy wizard in this funny and poignant third installment of the beloved series.--scholastic.com","English","9780439655484","['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Adventure', 'Middle Grade', 'Audiobook', 'Classics', 'Science Fiction Fantasy']","['Sirius Black', 'Draco Malfoy', 'Ron Weasley', 'Petunia Dursley', 'Vernon Dursley', 'Dudley Dursley', 'Severus Snape', 'Rubeus Hagrid', 'Minerva McGonagall', 'Neville Longbottom', 'Fred Weasley', 'George Weasley', 'Percy Weasley', 'Ginny Weasley', 'Colin Creevey', 'Filius Flitwick', 'Pomona Sprout', 'Arthur Weasley', 'Molly Weasley', 'Cho Chang', 'Marjorie Dursley', 'Cornelius Fudge', 'Remus Lupin', 'Sybil Trelawney', 'Peter Pettigrew', 'Poppy Pomfrey', 'Stan Shunpike', 'Oliver Wood', 'Cedric Diggory', 'Dean Thomas', 'Seamus Finnigan', 'Rolanda Hooch', 'Katie Bell', 'Ernie Prang', 'Albus Dumbledore', 'Harry Potter', 'Hermione Granger']","Mass Market Paperback","","435","Scholastic Inc.","05/01/04","07/08/99","['Bram Stoker Award for Best Work for Young Readers (1999)', 'Hugo Award Nominee for Best Novel (2000)', 'Locus Award for Best Fantasy Novel (2000)', ""Whitbread Award for Children's Book of the Year (1999)"", ""Mythopoeic Fantasy Award for Children's Literature (2008)"", 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2005)', 'Colorado Blue Spruce Young Adult Book Award (2004)', 'Maine Student Book Award (2001)', 'Golden Archer Award for Intermediate (2001)', 'Indian Paintbrush Book Award (2004)', 'Soaring Eagle Book Award (2002)', 'Hotze de Roosprijs (2001)', 'Nestlé Smarties Book Prize for 9–11 years (1999)']","2806471","['1892635', '668920', '205266', '27227', '12423']","99","['Hogwarts School of Witchcraft and Wizardry (United Kingdom)', 'London, England']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499277281l/5.jpg","247736","2770",5.94
"2165.The_Old_Man_and_the_Sea","The Old Man and the Sea","","Ernest Hemingway","3.78","Librarian's note: An alternate cover edition can be found hereThis short novel, already a modern classic, is the superbly told, tragic story of a Cuban fisherman in the Gulf Stream and the giant Marlin he kills and loses — specifically referred to in the citation accompanying the author's Nobel Prize for literature in 1954.","English","9780684830490","['Classics', 'Fiction', 'Literature', 'Novels', 'American', 'School', 'Adventure', 'Classic Literature', 'Literary Fiction', '20th Century']","['Santiago', 'Manolin']","Hardcover","","96","Scribner","10/28/96","09/01/52","['Pulitzer Prize for Fiction (1953)', 'Premio Bancarella (1953)', 'National Book Award Finalist for Fiction (1953)']","831152","['261890', '271295', '190305', '70227', '37435']","87","['Cuba']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189714l/2165.jpg","235351","2726",15.63
"33648131-the-notebook","The Notebook","The Notebook #1","Nicholas Sparks (Goodreads Author)","4.11","Set amid the austere beauty of the North Carolina coast begins the story of Noah Calhoun, a rural Southerner recently returned from the Second World War. Noah is restoring a plantation home to its former glory, and he is haunted by images of the beautiful girl he met fourteen years earlier, a girl he loved like no other. Unable to find her, yet unwilling to forget the summer they spent together, Noah is content to live with only memories...until she unexpectedly returns to his town to see him once again.Like a puzzle within a puzzle, the story of Noah and Allie is just the beginning. As it unfolds, their tale miraculously becomes something different, with much higher stakes. The result is a deeply moving portrait of love itself, the tender moments and the fundamental changes that affect us all. It is a story of miracles and emotions that will stay with you forever.","English","B000Q67J66","['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Contemporary Romance', 'Love', 'Drama', 'Classics']","['Noah Taylor Calhoun', 'Allison Nelson', 'Lon Hammond Jr', 'Anne Nelson']","Kindle Edition","","227","Grand Central Publishing","01/05/00","10/01/96","[]","1331152","['638224', '363614', '208767', '73343', '47204']","91","['New Bern, North Carolina (United States)', 'North Carolina (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483183484l/33648131._SY475_.jpg","228630","2582",""
"99107.Winnie_the_Pooh","Winnie-the-Pooh","Winnie-the-Pooh #1","A.A. Milne, Ernest H. Shepard (Illustrator)","4.34","The adventures of Christopher Robin and his friends in which Pooh Bear uses a balloon to get honey, Piglet meets a Heffalump, and Eeyore has a birthday.","English","9780525467564","['Classics', 'Childrens', 'Fiction', 'Fantasy', 'Animals', 'Picture Books', 'Young Adult', 'Audiobook', 'Middle Grade', 'Juvenile']","['Winnie the Pooh (A.A. Milne)', 'Christopher Robin (A.A. Milne)', 'Piglet (A.A. Milne)', 'Owl (A.A. Milne)', 'Kanga (A.A. Milne)', 'Roo (A.A. Milne)', 'Eeyore (A.A. Milne)', 'Rabbit (A.A. Milne)']","Hardcover","Anniversary Edition","145","Dutton Juvenile","10/01/01","10/14/26","[]","270388","['151804', '73615', '33669', '7126', '4174']","96","['Hundred Acre Wood (United Kingdom)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298440130l/99107.jpg","219143","2581",5.3
"23919.The_Complete_Stories_and_Poems","The Complete Stories and Poems","","Edgar Allan Poe","4.38","This single volume brings together all of Poe's stories and poems, and illuminates the diverse and multifaceted genius of one of the greatest and most influential figures in American literary history.","English","9780385074070","['Classics', 'Poetry', 'Horror', 'Fiction', 'Short Stories', 'Mystery', 'Gothic', 'Literature', 'Fantasy', 'Classic Literature']","[]","Hardcover","","821","Doubleday & Company, Inc.","08/15/84","10/28/49","[]","220153","['122549', '66630', '24609', '4284', '2081']","97","['United States of America']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327942676l/23919.jpg","218309","2533",5.27
"43763.Interview_with_the_Vampire","Interview with the Vampire","The Vampire Chronicles #1","Anne Rice","4.00","This is the story of Louis, as told in his own words, of his journey through mortal and immortal life. Louis recounts how he became a vampire at the hands of the radiant and sinister Lestat and how he became indoctrinated, unwillingly, into the vampire way of life. His story ebbs and flows through the streets of New Orleans, defining crucial moments such as his discovery of the exquisite lost young child Claudia, wanting not to hurt but to comfort her with the last breaths of humanity he has inside. Yet, he makes Claudia a vampire, trapping her womanly passion, will, and intelligence inside the body of a small child. Louis and Claudia form a seemingly unbreakable alliance and even ""settle down"" for a while in the opulent French Quarter. Louis remembers Claudia's struggle to understand herself and the hatred they both have for Lestat that sends them halfway across the world to seek others of their kind. Louis and Claudia are desperate to find somewhere they belong, to find others who understand, and someone who knows what and why they are.Louis and Claudia travel Europe, eventually coming to Paris and the ragingly successful Theatre des Vampires--a theatre of vampires pretending to be mortals pretending to be vampires. Here they meet the magnetic and ethereal Armand, who brings them into a whole society of vampires. But Louis and Claudia find that finding others like themselves provides no easy answers and in fact presents dangers they scarcely imagined.Originally begun as a short story, the book took off as Anne wrote it, spinning the tragic and triumphant life experiences of a soul. As well as the struggles of its characters, Interview captures the political and social changes of two continents. The novel also introduces Lestat, Anne's most enduring character, a heady mixture of attraction and revulsion. The book, full of lush description, centers on the themes of immortality, change, loss, sexuality, and power.source: annerice.com","English","9780345476876","['Horror', 'Fantasy', 'Fiction', 'Vampires', 'Paranormal', 'Supernatural', 'Classics', 'Gothic', 'Urban Fantasy', 'Historical Fiction']","['Lestat de Lioncourt', 'Claudia', 'Daniel Molloy', 'Louis de Pointe du Lac']","Paperback","","342","Ballantine Books","08/31/04","04/12/76","['British Fantasy Award Nominee for Best Novel (1977)']","484530","['180566', '167133', '100554', '26802', '9475']","93","['New Orleans, Louisiana (United States)', 'Paris (France)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380631642l/43763.jpg","208415","2388",2.66
"4473.A_Prayer_for_Owen_Meany","A Prayer for Owen Meany","","John Irving (Goodreads Author)","4.23","Eleven-year-old Owen Meany, playing in a Little League baseball game in Gravesend, New Hampshire, hits a foul ball and kills his best friend's mother. Owen doesn't believe in accidents; he believes he is God's instrument. What happens to Owen after that 1953 foul is both extraordinary and terrifying. At moments a comic, self-deluded victim, but in the end the principal, tragic actor in a divine plan, Owen Meany is the most heartbreaking hero John Irving has yet created.","English","9780552135399","['Fiction', 'Classics', 'Contemporary', 'Literature', 'Literary Fiction', 'Novels', 'Historical Fiction', 'Adult Fiction', 'Coming Of Age', 'American']","['Owen Meany', 'John Wheelwright']","Paperback","","637","Black Swan","10/28/90","03/28/89","[]","285954","['143125', '87919', '38471', '11140', '5299']","94","['Gravesend, New Hampshire (United States)', 'Toronto, Ontario (Canada)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1260470010l/4473.jpg","207241","2280",2.86
"153747.Moby_Dick_or_the_Whale","Moby-Dick or, the Whale","","Herman Melville, Andrew Delbanco (Introduction), Tom Quirk (Notes), Rockwell Kent (Illustrator)","3.51","""It is the horrible texture of a fabric that should be woven of ships' cables and hawsers. A Polar wind blows through it, and birds of prey hover over it."" So Melville wrote of his masterpiece, one of the greatest works of imagination in literary history. In part, Moby-Dick is the story of an eerily compelling madman pursuing an unholy war against a creature as vast and dangerous and unknowable as the sea itself. But more than just a novel of adventure, more than an encyclopaedia of whaling lore and legend, the book can be seen as part of its author's lifelong meditation on America. Written with wonderfully redemptive humour, Moby-Dick is also a profound inquiry into character, faith, and the nature of perception.This edition of Moby-Dick, which reproduces the definitive text of the novel, includes invaluable explanatory notes, along with maps, illustrations, and a glossary of nautical terms.","English","9780142437247","['Classics', 'Fiction', 'Literature', 'Adventure', 'Novels', 'Historical Fiction', 'American', 'Classic Literature', '19th Century', 'Unfinished']","['Elijah', 'Stubb', 'Captain Ahab', 'Ishmael', 'Queequeg', 'Starbuck', 'Tashtego', 'Dough-boy', 'Flask', 'Daggoo', 'Fedallah', 'Pippin (""Pip"")', 'Moby Dick', 'Mapple Priest', 'Peleg', 'Bildad', 'Fleece', 'Perth', 'Peter Coffin', 'Aunt Charity', 'Mrs Hussey']","Paperback","","654","Penguin Classics","02/21/03","10/18/51","['Audie Award for Solo Narration - Male (2006)', 'Премія імені Максима Рильського (1991)']","479125","['129483', '125817', '122379', '60815', '40631']","79","['Nantucket Island, Massachusetts (United States)', 'Pacific Ocean', 'Atlantic Ocean', 'New Bedford, Massachusetts (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327940656l/153747.jpg","202669","2346",1.87
"4989.The_Red_Tent","The Red Tent","","Anita Diamant (Goodreads Author)","4.18","Her name is Dinah. In the Bible, her life is only hinted at in a brief and violent detour within the more familiar chapters of the Book of Genesis that are about her father, Jacob, and his dozen sons. Told in Dinah's voice, this novel reveals the traditions and turmoils of ancient womanhood—the world of the red tent. It begins with the story of her mothers—Leah, Rachel, Zilpah, and Bilhah—the four wives of Jacob. They love Dinah and give her gifts that sustain her through a hard-working youth, a calling to midwifery, and a new home in a foreign land. Dinah's story reaches out from a remarkable period of early history and creates an intimate connection with the past. Deeply affecting, The Red Tent combines rich storytelling with a valuable achievement in modern fiction: a new view of biblical women's society.","English","9780312353766","['Historical Fiction', 'Fiction', 'Historical', 'Religion', 'Book Club', 'Feminism', 'Adult', 'Adult Fiction', 'Womens', 'Novels']","['Isaac (Bible)', 'Dinah (Bible)', 'Jacob (Bible)']","Hardcover","","324","St. Martin's Press","10/28/97","10/28/97","['Book Sense Book of the Year Award for Adult Fiction (2001)', ""Boston Author's Club Award (1998)""]","520252","['244051', '167546', '76133', '21830', '10692']","94","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405739117l/4989.jpg","181001","2025",5.26
